model,dataset,context_type,condition,n_item_models,completed_all_runs_rate,all_runs_same_rate,changed_across_runs_rate,mean_unique_answers,mean_pairwise_agreement,mean_accuracy_rate,mean_unknown_rate
mistral_small_3_2_24b,CBBQ,disambiguated,multi_agent_no_revision,70,1.0,0.9142857142857143,0.08571428571428572,1.0857142857142856,0.9428571428571431,0.6904761904761905,0.2666666666666666
mistral_small_3_2_24b,CBBQ,disambiguated,multi_agent_with_revision,70,1.0,0.9571428571428572,0.04285714285714286,1.042857142857143,0.9714285714285714,0.6952380952380953,0.2714285714285714
mistral_small_3_2_24b,KoBBQ,ambiguous,multi_agent_no_revision,70,1.0,0.9714285714285714,0.02857142857142857,1.0285714285714285,0.980952380952381,0.9095238095238095,0.9095238095238095
mistral_small_3_2_24b,KoBBQ,ambiguous,multi_agent_with_revision,70,1.0,0.9428571428571428,0.05714285714285714,1.0571428571428572,0.9619047619047618,0.8999999999999999,0.8999999999999999
mistral_small_3_2_24b,KoBBQ,disambiguated,multi_agent_no_revision,70,1.0,0.9285714285714286,0.07142857142857142,1.0714285714285714,0.9523809523809524,0.8714285714285714,0.09999999999999999
mistral_small_3_2_24b,KoBBQ,disambiguated,multi_agent_with_revision,70,1.0,0.9428571428571428,0.05714285714285714,1.0571428571428572,0.9619047619047618,0.8904761904761905,0.0857142857142857
qwen3_14b,BBQ,ambiguous,multi_agent_no_revision,55,1.0,0.9818181818181818,0.01818181818181818,1.018181818181818,0.9878787878787879,0.9939393939393939,0.9939393939393939
qwen3_14b,BBQ,ambiguous,multi_agent_with_revision,55,1.0,1.0,0.0,1.0,1.0,0.9818181818181818,0.9818181818181818
qwen3_14b,BBQ,disambiguated,multi_agent_no_revision,55,1.0,0.9272727272727272,0.07272727272727272,1.0727272727272728,0.9515151515151515,0.6363636363636364,0.3636363636363636
qwen3_14b,BBQ,disambiguated,multi_agent_with_revision,55,1.0,0.8545454545454545,0.14545454545454545,1.1454545454545455,0.9030303030303031,0.6424242424242425,0.35757575757575755
qwen3_14b,CBBQ,ambiguous,multi_agent_no_revision,70,1.0,1.0,0.0,1.0,1.0,0.9857142857142858,0.9857142857142858
qwen3_14b,CBBQ,ambiguous,multi_agent_with_revision,70,1.0,0.9857142857142858,0.014285714285714285,1.0142857142857142,0.9904761904761904,0.9714285714285714,0.9714285714285714
qwen3_14b,CBBQ,disambiguated,multi_agent_no_revision,70,1.0,0.9428571428571428,0.05714285714285714,1.0571428571428572,0.9619047619047618,0.5619047619047618,0.4095238095238095
qwen3_14b,CBBQ,disambiguated,multi_agent_with_revision,70,1.0,0.9571428571428572,0.04285714285714286,1.042857142857143,0.9714285714285712,0.5857142857142856,0.3571428571428571
qwen3_14b,KoBBQ,ambiguous,multi_agent_no_revision,70,1.0,0.9857142857142858,0.014285714285714285,1.0142857142857142,0.9904761904761904,0.9333333333333335,0.9333333333333335
qwen3_14b,KoBBQ,ambiguous,multi_agent_with_revision,70,1.0,1.0,0.0,1.0,1.0,0.9285714285714286,0.9285714285714286
qwen3_14b,KoBBQ,disambiguated,multi_agent_no_revision,70,1.0,0.9285714285714286,0.07142857142857142,1.0714285714285714,0.9523809523809522,0.7476190476190474,0.2333333333333333
qwen3_14b,KoBBQ,disambiguated,multi_agent_with_revision,70,1.0,0.9428571428571428,0.05714285714285714,1.0571428571428572,0.9619047619047618,0.7571428571428571,0.21904761904761902
qwen3_32b,BBQ,ambiguous,multi_agent_no_revision,55,1.0,1.0,0.0,1.0,1.0,0.9636363636363636,0.9636363636363636
qwen3_32b,BBQ,ambiguous,multi_agent_with_revision,55,1.0,0.9818181818181818,0.01818181818181818,1.018181818181818,0.9878787878787879,0.9757575757575757,0.9757575757575757
qwen3_32b,BBQ,disambiguated,multi_agent_no_revision,55,1.0,0.9454545454545454,0.05454545454545454,1.0545454545454545,0.9636363636363636,0.8424242424242425,0.13939393939393938
qwen3_32b,BBQ,disambiguated,multi_agent_with_revision,55,1.0,0.8181818181818182,0.18181818181818182,1.1818181818181819,0.8787878787878788,0.7636363636363637,0.2303030303030303
qwen3_32b,CBBQ,ambiguous,multi_agent_no_revision,70,1.0,0.9285714285714286,0.07142857142857142,1.0714285714285714,0.9523809523809527,0.9476190476190474,0.9476190476190474
qwen3_32b,CBBQ,ambiguous,multi_agent_with_revision,70,1.0,0.8714285714285714,0.12857142857142856,1.1285714285714286,0.9142857142857147,0.9476190476190474,0.9476190476190474
qwen3_32b,CBBQ,disambiguated,multi_agent_no_revision,70,1.0,0.8857142857142857,0.11428571428571428,1.1142857142857143,0.9238095238095239,0.7095238095238093,0.24761904761904766
qwen3_32b,CBBQ,disambiguated,multi_agent_with_revision,70,1.0,0.7714285714285715,0.22857142857142856,1.2285714285714286,0.8476190476190476,0.6523809523809523,0.2952380952380952
qwen3_32b,KoBBQ,ambiguous,multi_agent_no_revision,70,1.0,0.9571428571428572,0.04285714285714286,1.042857142857143,0.9714285714285714,0.919047619047619,0.919047619047619
qwen3_32b,KoBBQ,ambiguous,multi_agent_with_revision,70,1.0,0.9714285714285714,0.02857142857142857,1.0285714285714285,0.980952380952381,0.9428571428571428,0.9428571428571428
qwen3_32b,KoBBQ,disambiguated,multi_agent_no_revision,70,1.0,0.9142857142857143,0.08571428571428572,1.1,0.9380952380952382,0.8428571428571429,0.14285714285714285
qwen3_32b,KoBBQ,disambiguated,multi_agent_with_revision,70,1.0,0.8571428571428571,0.14285714285714285,1.1428571428571428,0.9047619047619048,0.7761904761904761,0.2238095238095238
qwen3_8b,BBQ,ambiguous,multi_agent_no_revision,55,1.0,1.0,0.0,1.0,1.0,0.9636363636363636,0.9636363636363636
qwen3_8b,BBQ,ambiguous,multi_agent_with_revision,55,1.0,0.9818181818181818,0.01818181818181818,1.018181818181818,0.9878787878787878,0.9878787878787878,0.9878787878787878
qwen3_8b,BBQ,disambiguated,multi_agent_no_revision,55,1.0,0.9636363636363636,0.03636363636363636,1.0363636363636364,0.9757575757575757,0.7757575757575758,0.16969696969696968
qwen3_8b,BBQ,disambiguated,multi_agent_with_revision,55,1.0,0.9636363636363636,0.03636363636363636,1.0363636363636364,0.9757575757575758,0.7515151515151515,0.19393939393939394
qwen3_8b,CBBQ,ambiguous,multi_agent_no_revision,70,1.0,0.9714285714285714,0.02857142857142857,1.0285714285714285,0.980952380952381,0.8619047619047618,0.8619047619047618
qwen3_8b,CBBQ,ambiguous,multi_agent_with_revision,70,1.0,0.9714285714285714,0.02857142857142857,1.0285714285714285,0.9809523809523808,0.8761904761904762,0.8761904761904762
qwen3_8b,CBBQ,disambiguated,multi_agent_no_revision,70,1.0,0.9571428571428572,0.04285714285714286,1.042857142857143,0.9714285714285712,0.7142857142857142,0.18095238095238098
qwen3_8b,CBBQ,disambiguated,multi_agent_with_revision,70,1.0,0.9714285714285714,0.02857142857142857,1.0285714285714285,0.9809523809523808,0.6904761904761904,0.20476190476190478
qwen3_8b,KoBBQ,ambiguous,multi_agent_no_revision,70,1.0,0.9857142857142858,0.014285714285714285,1.0142857142857142,0.9904761904761906,0.8523809523809524,0.8523809523809524
qwen3_8b,KoBBQ,ambiguous,multi_agent_with_revision,70,1.0,0.9714285714285714,0.02857142857142857,1.0285714285714285,0.980952380952381,0.8476190476190476,0.8476190476190476
qwen3_8b,KoBBQ,disambiguated,multi_agent_no_revision,70,1.0,0.9857142857142858,0.014285714285714285,1.0142857142857142,0.9904761904761904,0.861904761904762,0.06666666666666667
qwen3_8b,KoBBQ,disambiguated,multi_agent_with_revision,70,1.0,0.9285714285714286,0.07142857142857142,1.0714285714285714,0.9523809523809522,0.8285714285714286,0.09047619047619047
